1 - Distance From Bump,Height of Bump,Speed
0.249121137,0.144533909,1
0.734256695,0.775252782,0
0.57988294,0.78099463,0
0.465646085,0.253866653,1
0.33778652,0.098144443,1
0.295172141,0.279699173,1
0.159026435,0.306824222,1
0.684433019,0.668908932,0
0.132158912,0.30971824,1
0.514378807,0.751720358,0
0.415760504,0.142498415,1
0.141026177,0.306040859,1
0.214600469,0.203246843,1
0.270136371,0.428848199,1
0.737518817,0.722537753,0
0.349976386,0.355097184,1
0.278106523,0.106920404,1
0.250304883,0.31497454,1
0.728223498,0.644549705,0
0.68407592,0.692834301,0
0.83945336,0.673563459,0
0.847650483,0.701465052,0
0.707718781,0.756856149,0
0.205280273,0.294951454,1
0.244290765,0.233057656,1
0.331734419,0.168750137,1
0.653701573,0.585123015,0
0.294392098,0.269023138,1
0.23928379,0.439128489,1
0.27812686,0.213548298,1
0.197108235,0.206526215,1
0.600699626,0.692923069,0
0.348210239,0.203376785,1
0.680637674,0.806623699,0
0.729132323,0.500913688,0
0.69773738,0.540366265,0
0.293554356,0.368884055,1
0.484087451,0.527025579,0
0.80491239,0.655105075,0
0.370129074,0.276019972,1
0.194759865,0.323674258,1
0.198104569,0.296308747,1
0.181172345,0.324676371,1
0.620368453,0.699951615,0
0.244799417,0.209921015,1
0.774634126,0.623098513,0
0.734726767,0.66135069,0
0.388711726,0.316613077,1
0.331542129,0.338280987,1
0.755987945,0.518463107,0
0.67587218,0.843150673,0
0.216407222,0.11617752,1
0.191715826,0.192656611,1
0.286032086,0.381175569,1
0.630074185,0.774496097,0
0.228793828,0.37565224,1
0.722135037,0.72987399,0
0.75512694,0.55236634,0
0.757159278,0.624137644,0
1,0.624102947,0
0.332664652,0.380939504,1
0.727135625,0.797120525,0
0.819046525,0.578360569,0
0.452179794,0.263872011,1
0.39169602,0.188207589,1
0.737078594,0.657762762,0
0.661795872,0.688892675,0
0.803025843,0.798910505,0
0.024877113,0.327179026,1
0.553905217,1,0
0.688336,0.758768806,0
0.805608669,0.704060812,0
0.352591029,0.264156236,1
0.295145383,0.167921188,1
0.280958556,0.174110405,1
0.594960495,0.635670956,0
0.750037797,0.512134026,0
0.136979606,0.405027392,1
0.331115267,0.410474306,1
0.832255343,0.699702626,0
0.736703407,0.733417166,0
0.311102569,0.133379245,1
0.093747168,0.36933795,1
0.05584434,0.209259106,1
0.311218592,0.257511205,1
0.624073791,0.596566645,0
0.530391702,0.581483291,0
0.810964818,0.580107835,0
0.863478794,0.636281544,0
0.228204816,0.248390557,1
0.703185521,0.634949995,0
0.13096665,0.308323913,1
0.215405227,0.333071647,1
0.158067077,0.232027492,1
0.740638332,0.766135688,0
0.686086592,0.659232383,0
0.254066959,0.154662127,1
0.789745443,0.627445985,0
0.026380602,0.291701575,1
0.586921424,0.696928708,0
0.826160384,0.619063402,0
0.797388828,0.676923197,0
0.320162394,0.137922304,1
0.665153558,0.741537562,0
0.199618489,0.12397956,1
0.329732941,0.336960492,1
0.67414126,0.740172961,0
0.337861149,0.296368238,1
0.423152267,0.249262007,1
0.31864029,0.253198949,1
0.254389212,0.427392266,1
0.613253126,0.687773064,0
0.562780851,0.636663292,0
0.839693628,0.578878254,0
0.626532082,0.600986569,0
0.435963847,0.211231868,1
0.779388107,0.735469389,0
0.677074561,0.662737099,0
0.729828834,0.600187257,0
0.74035332,0.748663136,0
0.236196698,0.356392858,1
0.601563098,0.672133421,0
0.652117969,0.657199253,0
0.392079872,0.240405857,1
0.617198849,0.629644319,0
0.69769395,0.654732511,0
0.099930559,0.110621609,1
0.233145123,0.260618576,1
0.349492205,0.198479578,1
0.74805236,0.57923799,0
0.250871312,0.255010062,1
0.748852059,0.6849485,0
0.309517714,0.211703716,1
0.165478309,0.166305005,1
0.7688128,0.685170652,0
0.341915666,0.269241999,1
0.741818465,0.534735625,0
0.255409162,0.279244342,1
0.604689227,0.714422563,0
0.676109557,0.807406006,0
0.297317659,0.331291596,1
0.81581228,0.835791275,0
0.698356191,0.68286953,0
0.785349345,0.823045919,0
0.792094878,0.749454234,0
0.600775227,0.680267205,0
0.177761856,0.199823398,1
0.199550214,0.25034169,1
0.782330378,0.715027428,0
0.60220125,0.767982294,0
0.191585499,0.281367731,1
0.309173962,0.36572801,1
0.748799377,0.489135958,0
0.218470541,0.141928582,1
0.705789555,0.62107106,0
0.292497035,0.242996354,1
0.713823635,0.556578814,0
0.624617285,0.756121814,0
0.691282243,0.622689942,0
0.15188167,0.170170649,1
0.132900399,0.240071605,1
0.164135282,0.360415815,1
0.726911536,0.746578479,0
0.731556762,0.75671417,0
0.748427888,0.63425322,0
0.745511763,0.61746923,0
0.022625215,0.18662776,1
0.654224746,0.643147475,0
0.25695501,0.30593653,1
0.157869794,0.304965927,1
0.053294104,0.336705187,1
0.214227481,0.222602307,1
0.188354124,0.212323613,1
0.513516172,0.703426646,0
0.19422163,0.24270644,1
0.864103686,0.565930986,0
0.305384922,0.285935727,1
0.66018394,0.592797769,0
0.450481396,0.328156242,1
0.434632138,0.391670756,1
0.571298702,0.631998771,0
0.723050422,0.690236238,0
0.220396713,0.212843064,1
0.281674776,0.284162883,1
0.29676767,0.25039778,1
0.650630731,0.834783375,0
0.426486235,0.71316049,0
0.70104846,0.558436384,0
0.560356749,0.757188864,0
0.398326056,0.295222326,1
0.153112514,0.304463829,1
0.827848185,0.68423942,0
0.32996016,0.270172318,1
0.357026393,0.20714693,1
0.357028009,0.395239849,1
0.252096447,0.304874937,1
0.690784002,0.659126954,0
0.777932282,0.676509989,0
0.44458962,0.337670664,1
0.741261823,0.681684202,0
0.690381013,0.571917711,0
0.255623986,0.278106282,1
0.136028926,0.149502698,1
0.328282102,0.271378582,1
0.594851191,0.618699754,0
0.711235102,0.671984653,0
0.181367382,0.416468109,1
0.715663882,0.663687443,0
0.337939015,0.459904929,1
0.250077031,0.201425159,1
0.369247544,0.261935217,1
0.741557263,0.766382655,0
0.717505807,0.764886262,0
0.655878532,0.675074929,0
0.704362333,0.7934768,0
0.763526188,0.634125568,0
0.777343603,0.602723203,0
0.760687422,0.821366348,0
0.275767599,0.24598512,1
0.162772437,0.223126634,1
0.146303681,0.224931497,1
0.634000414,0.813145311,0
0.312397078,0.405344806,1
0.194058382,0.216712047,1
0.569743222,0.63101904,0
0.375273814,0.2470769,1
0.638993259,0.640880165,0
0.645440154,0.731150441,0
0.353528594,0.284369724,1
0.176669984,0.339487837,1
0.627225238,0.733102909,0
0.691640926,0.443463453,0
0.685237919,0.549050069,0
0.231881257,0.354496479,1
0.145966911,0.103389553,1
0.293667599,0.346933703,1
0.39858214,0.15071626,1
0.187198444,0.353276251,1
0.226731568,0.413615363,1
0.230430454,0.219522844,1
0.183881383,0.211634726,1
0.677118034,0.717324711,0
0.236716855,0.31956475,1
0.603126168,0.813782979,0
0.675218936,0.641287268,0
0.749004862,0.673924269,0
0.739861014,0.623544476,0
0.729091341,0.760280778,0
0.277312971,0.348639915,1
0.661031263,0.690446269,0
0.210707232,0.349493452,1
0.270604244,0.192112453,1
0.275932864,0.114620987,1
0.234359484,0.230717967,1
0.263377361,0.348477591,1
0.663528814,0.634083305,0
0.241982425,0.111648548,1
0.171123906,0.270007366,1
0.195241689,0.346637493,1
0.015667787,0.11037644,1
0.738761268,0.738302453,0
0.268153997,0.360928664,1
0.238304544,0.281936524,1
0.198456146,0.382713668,1
0.180301915,0.280369272,1
0.713961341,0.46611316,0
0.385470726,0.183438182,1
0.231018752,0.171668952,1
0.788144839,0.733449677,0
0.692902939,0.653980433,0
0.066866025,0.299907827,1
0.332435063,0.21349132,1
0.668900975,0.715265522,0
0.289188252,0.248939886,1
0.355219015,0.245757891,1
0.301595783,0.184014146,1
0.825938608,0.718790271,0
0.252161595,0.377996533,1
0.609284498,0.739107012,0
0.777984207,0.639538149,0
0.831796689,0.622634303,0
0.126121596,0.328799937,1
0.304256575,0.348844141,1
0.39944486,0.380292108,1
0.801474267,0.625232692,0
0.753428117,0.593343839,0
0.222408549,0.244452882,1
0.072297305,0.331026653,1
0.37713951,0.1363126,1
0.546533033,0.678304278,0
0.369431556,0.258503898,1
0.182594124,0.180891357,1
0.508293382,0.643122201,0
0.885752769,0.721884998,0
0.310876723,0.151884387,1
0.638207166,0.656823541,0
0.758488954,0.789794025,0
0.887067149,0.552290495,0
0.297411819,0.258586903,1
0.178751992,0.20669554,1
0.440846586,0.393055143,1
0.240256876,0.238524859,1
0.372516182,0.154870116,1
0.625648893,0.484096375,0
0.71311632,0.627152844,0
0.681907261,0.757801145,0
0.219726432,0.279719692,1
0.234252868,0.247728406,1
0.151903873,0.322633178,1
0.132041738,0.277847,1
0.151107812,0.162172488,1
0.683670263,0.740002899,0
0.185878892,0.423633464,1
0.340064217,0.34588097,1
0.83264804,0.722446581,0
0.341835178,0.011323138,1
0.19477344,0.151290867,1
0.206086215,0.175628238,1
0.720030043,0.801812845,0
0.673318923,0.472830427,0
0.500856089,0.533476243,0
0.309806145,0.240922294,1
0.756298223,0.735013653,0
0.281101405,0.092416747,1
0.113842706,0.197171802,1
0.788173483,0.732388666,0
0.772543622,0.622181306,0
0.841456813,0.682615153,0
0.68868182,0.613523,0
0.248439516,0.201554115,1
0.279829052,0.281848914,1
0.721919137,0.736425826,0
0.847044256,0.607120608,0
0.800955508,0.61563525,0
0.629287212,0.649551019,0
0.178465832,0.361711069,1
0.175210072,0.163256091,1
0.230852749,0.235513048,1
0.706684028,0.69100262,0
0.138880105,0.380580268,1
0.805693878,0.761818128,0
0.188942581,0.354219148,1
0.227118276,0.3184827,1
0.458460089,0.573548881,0
0.276246966,0.395280769,1
0.067972419,0.205514272,1
0.283034531,0.242498131,1
0.684942104,0.623798252,0
0.288770697,0.320155369,1
0.850542991,0.73477945,0
0.261330095,0.233232775,1
0.757299504,0.637730133,0
0.315969325,0.132579811,1
0.247670621,0.220206193,1
0.607156975,0.702889278,0
0.496341155,0.667853506,0
0.569504818,0.660855847,0
0.712028747,0.724485712,0
0.61882927,0.640014513,0
0.23168627,0.328750102,1
0.263626962,0.160725436,1
0.4757263,0.49927151,0
0.298629856,0.131287559,1
0.32776409,0.394790069,1
0.193296478,0.328863852,1
0.755406376,0.708248647,0
0.72930923,0.657654092,0
0.176628274,0.250879234,1
0.262586583,0.254159181,1
0.260164459,0.286504162,1
0.368197599,0.234251103,1
0.543246501,0.732532182,0
0.82534879,0.723269322,0
0.745692152,0.550390998,0
0.235708968,0.275423167,1
0.277293485,0.223889641,1
0.591484131,0.875556474,0
0.173778228,0.223901704,1
0.11987516,0.338551417,1
0.684749427,0.655369496,0
0.414165499,0.217339822,1
0.605146943,0.667271802,0
0.250885532,0.370098071,1
0.695877585,0.793070448,0
0.771861691,0.618772871,0
0.367277123,0.266592474,1
0.795231714,0.723769311,0
0.157812819,0.183776499,1
0.734656004,0.826383825,0
0.802107148,0.707310174,0
0.323222467,0.29264743,1
0.771159269,0.663801132,0
0.08884063,0.282247271,1
0.301660561,0.384907692,1
0.40561086,0.193692856,1
0.762754915,0.644454046,0
0.79219203,0.551844767,0
0.779075161,0.483821569,0
0.600537235,0.834882389,0
0.44656136,0.191930229,1
0.665710308,0.576972794,0
0.736645803,0.654783095,0
0.8043997,0.669496166,0
0.370831894,0.259177369,1
0.267653325,0.252883012,1
0.75709443,0.752431162,0
0.667499265,0.611755819,0
0.688985406,0.607855695,0
0.697980765,0.759103176,0
0.62203228,0.672027697,0
0.223009323,0.268353995,1
0.716032746,0.737758542,0
0.853602431,0.68982723,0
0.697954576,0.604959425,0
0.181329202,0.177093045,1
0.660992636,0.774560864,0
0.70980356,0.749572321,0
0.319265846,0.253999007,1
0.756815793,0.658408166,0
0.780912085,0.689249376,0
0.719190027,0.750501697,0
0.175420784,0,1
0.218968879,0.303104724,1
0.267483062,0.272573297,1
0.633235308,0.82625424,0
0.760510146,0.539404349,0
0.417409307,0.336041704,1
0.78708998,0.681489157,0
0.271391905,0.304177906,1
0.818731662,0.62374199,0
0.643018666,0.747926262,0
0.127261203,0.225662043,1
0.269877205,0.19995339,1
0.740442194,0.616907775,0
0.797390119,0.656299253,0
0.213538906,0.186057331,1
0.596843742,0.784917109,0
0.133460854,0.381415397,1
0.526232172,0.598113288,0
0.308126427,0.120470925,1
0.508471271,0.605143009,0
0.241029697,0.326313072,1
0.259779626,0.272546757,1
0.743200262,0.758826779,0
0.443167968,0.257785977,1
0.713278295,0.772709521,0
0.661433401,0.700270749,0
0.734175745,0.587463018,0
0.653526316,0.640015504,0
0.175917379,0.268881033,1
0.224219331,0.283549445,1
0.377750617,0.252917096,1
0.800381528,0.572210135,0
0.683315725,0.827493822,0
0.264570794,0.308005192,1
0.389443318,0.389940158,1
0.307556782,0.273433633,1
0.303907929,0.356908391,1
0.312246136,0.377717354,1
0.090298598,0.24468833,1
0.699003959,0.609678618,0
0.278860335,0.351986723,1
0.254197442,0.260698572,1
0.601048173,0.668036103,0
0.257868942,0.112667996,1
0.209448429,0.284494866,1
0.258380328,0.335654942,1
0.434551608,0.227333052,1
0.916248485,0.693830661,0
0.286015312,0.230754473,1
0.071313589,0.277574303,1
0.329634408,0.285578753,1
0.747587911,0.58166796,0
0.687094667,0.563500566,0
0.35521833,0.304578849,1
0.340711363,0.208189592,1
0.409856885,0.145605164,1
0.19621228,0.172922903,1
0.217573882,0.150154411,1
0.340070285,0.239987125,1
0.237014014,0.350449665,1
0.675770764,0.651634462,0
0.657034477,0.684674083,0
0.771393891,0.621693927,0
0.277543961,0.230209852,1
0.752765309,0.711354295,0
0.043489654,0.286977665,1
0.702705533,0.688204351,0
0.663896861,0.710859481,0
0.751847518,0.693444299,0
0.736584763,0.523203514,0
0.336958763,0.197084582,1
0.284890818,0.258199704,1
0.776697902,0.750368175,0
0.767842905,0.59495723,0
0.446171501,0.321682453,1
0.628690678,0.67763975,0
0.638122066,0.629297787,0
0.540368763,0.703430412,0
0.680818111,0.544593267,0
0.258212244,0.161610395,1
0.267837014,0.312535086,1
0.348393403,0.402193617,1
0.328323837,0.147970057,1
0.685059779,0.714964002,0
0.216973925,0.229416006,1
0.392356003,0.229679804,1
0.421811061,0.146107048,1
0.756522574,0.644818974,0
0.112853658,0.301558783,1
0.858190892,0.610829251,0
0.195245686,0.233933882,1
0.67994754,0.733606065,0
0.267885267,0.330779081,1
0.762401218,0.647225218,0
0.154868463,0.310632545,1
0.768094816,0.549122933,0
0.115188457,0.188156425,1
0.722855747,0.591186912,0
0.690162789,0.59643574,0
0.628450562,0.719557914,0
0.73812825,0.744494831,0
0.632143043,0.643536484,0
0.745352029,0.558546659,0
0.691323226,0.674299282,0
0.684719,0.764377083,0
0.290559158,0.225287878,1
0.735909398,0.732820868,0
0.699615669,0.624110082,0
0.66084784,0.618147841,0
0.168087848,0.249274105,1
0.355403276,0.16470809,1
0.279728836,0.224828572,1
0.622948201,0.70403589,0
0.691741274,0.725557011,0
0.698036747,0.847623805,0
0.319869808,0.399131536,1
0.577685912,0.699580771,0
0.602512963,0.742743804,0
0.792852861,0.775059756,0
0.251561641,0.305710077,1
0.886063208,0.677998251,0
0.208590378,0.143990191,1
0.167313824,0.171972183,1
0.324508316,0.236756591,1
0.219157871,0.268167578,1
0.559149584,0.605270063,0
0.157263092,0.302800812,1
0.658111184,0.702467328,0
0.779575563,0.631669671,0
0.631238436,0.765600787,0
0.702419903,0.61631359,0
0.184050718,0.263971328,1
0.303097686,0.283115545,1
0.697092224,0.655558766,0
0.759573955,0.682445345,0
0.312610955,0.310189638,1
0.308614078,0.221613459,1
0.158396795,0.237586671,1
0.846687752,0.715047757,0
0.712178297,0.7667257,0
0.534064997,0.775521984,0
0.296833593,0.233291312,1
0.195647013,0.258912322,1
0.192971035,0.140533074,1
0.689091942,0.760107418,0
0.684433849,0.665204949,0
0.264176509,0.426413064,1
0.193928654,0.2807445,1
0.858336935,0.609686149,0
0.391360336,0.455404843,1
0.275972329,0.239641634,1
0.253037429,0.295354271,1
0.747185225,0.814646585,0
0.300319376,0.22064693,1
0.726468705,0.66756589,0
0.69964829,0.733901996,0
0.376551422,0.21146164,1
0.398070653,0.281343868,1
0.673670935,0.741864827,0
0.747364439,0.649015208,0
0.647591627,0.744639303,0
0.297987653,0.264822358,1
0.266791539,0.274681776,1
0.294073287,0.240214441,1
0.647917755,0.483543759,0
0.32579428,0.328264659,1
0.714422388,0.720742412,0
0.650497285,0.680989451,0
0.213572445,0.270875396,1
0.737014002,0.591468546,0
0.893548666,0.608823366,0
0.397187725,0.355363594,1
0.561529837,0.721291523,0
0.283842043,0.188586788,1
0.762197692,0.582352168,0
0.581389386,0.528417235,0
0.445498441,0.424835717,1
0.11993328,0.338455274,1
0.821003376,0.649904481,0
0.763597429,0.611088124,0
0.705016394,0.721650267,0
0.22494095,0.310118331,1
0.803218374,0.582903114,0
0.681216841,0.657040923,0
0.626546559,0.58953012,0
0.76074687,0.754923809,0
0.683265116,0.619619236,0
0.288881653,0.252499444,1
0.654698143,0.591384777,0
0.65333611,0.765789797,0
0.323636819,0.241906198,1
0.278960527,0.500555301,1
0.593632759,0.880224373,0
0.741848328,0.764638805,0
0.213372718,0.158914019,1
0.309423359,0.148559399,1
0.301291214,0.223510275,1
0.525597168,0.557965673,0
0.683960112,0.600405151,0
0.530710639,0.680992973,0
0.356863802,0.352350318,1
0.295800856,0.266274008,1
0.672708562,0.726446714,0
0.451779666,0.214761379,1
0.264315483,0.280776349,1
0.14769771,0.295103925,1
0.746329819,0.634130374,0
0.283039788,0.194369953,1
0.60399232,0.733413162,0
0.756865598,0.637052747,0
0.517941499,0.513418664,0
0.659839798,0.726724405,0
0.745168239,0.667363133,0
0.222240573,0.262735595,1
0.355066007,0.288543426,1
0.583676084,0.679892314,0
0.773016562,0.665189599,0
0.368701921,0.286123976,1
0.732755552,0.565390372,0
0.188285682,0.067968802,1
0.239123373,0.42381106,1
0.848014011,0.744578957,0
0.334238553,0.057674259,1
0.267872925,0.244498191,1
0.687432712,0.473022485,0
0.068844723,0.26009629,1
0.739536603,0.677641293,0
0.69498146,0.664656939,0
0.655428856,0.659866822,0
0.399448727,0.295694929,1
0.341466096,0.331992802,1
0.289541016,0.230441967,1
0.677268238,0.676283605,0
0.656396766,0.64795219,0
0.782264275,0.617217767,0
0.285591774,0.33762609,1
0.219782441,0.304345661,1
0.1829885,0.230107438,1
0.364195286,0.320951121,1
0.397832567,0.274258827,1
0.777984294,0.662074484,0
0.726836036,0.69523607,0
0.195059219,0.217103077,1
0.217025146,0.408256321,1
0.281263395,0.400382773,1
0.388047595,0.276702066,1
0.217659844,0.26696004,1
0.842955846,0.77308494,0
0.59332629,0.744781308,0
0.054916178,0.309668943,1
0.296597803,0.302462373,1
0.897844263,0.558446616,0
0.710774972,0.547794782,0
0.663176234,0.680723782,0
0.233946732,0.195189881,1
0.718394369,0.846770405,0
0.874294985,0.623628338,0
0.741722537,0.725329552,0
0.280775318,0.235884794,1
0.659860054,0.814219607,0
0.687678482,0.749081649,0
0.808981668,0.814146277,0
0.495113699,0.169461741,1
0.78448149,0.635913558,0
0.315487788,0.296217459,1
0.659280933,0.787793504,0
0.210369044,0.198913367,1
0.81738064,0.663993007,0
0.714714866,0.71181499,0
0.712768084,0.818748985,0
0.729614775,0.506854273,0
0.441303189,0.2867703,1
0.235214577,0.073445924,1
0.22763363,0.331189492,1
0.647135461,0.719445286,0
0.730121366,0.613796961,0
0.754301621,0.617575956,0
0.79190049,0.70594426,0
0.2137004,0.312092451,1
0.315747152,0.198483748,1
0.212386451,0.210703969,1
0.794676646,0.853921253,0
0.144878192,0.320865355,1
0.898305273,0.517230403,0
0.296569942,0.237993554,1
0.732806914,0.667923929,0
0.602714711,0.687560768,0
0.171987672,0.437553659,1
0.217653795,0.33550645,1
0.741716939,0.819154655,0
0.291861154,0.38810816,1
0.178248327,0.310691172,1
0.710937637,0.676020003,0
0.872571548,0.765206289,0
0.397950067,0.226879919,1
0.354377317,0.217566976,1
0.449938296,0.833352846,0
0.481934065,0.221740838,1
0.212891125,0.396752232,1
0.584690548,0.679722463,0
0.419574759,0.323319575,1
0.16423039,0.286287035,1
0.676402093,0.774927613,0
0.320813822,0.157999205,1
0.620911529,0.660302812,0
0.709764967,0.680252683,0
0.124352968,0.353243002,1
0.250185713,0.22799701,1
0.188008781,0.226419751,1
0.230687894,0.200025454,1
0.617832448,0.65855295,0
0.111537578,0.377357046,1
0.635940169,0.602042726,0
0.831027277,0.629095069,0
0.174891501,0.32472844,1
0.664185445,0.779015101,0
0.342049125,0.277096413,1
0.36562446,0.177672769,1
0.772743275,0.64272016,0
0.155506149,0.239013612,1
0.122992299,0.366720806,1
0.726649592,0.605478718,0
0.255971244,0.222114611,1
0.71697762,0.669184396,0
0.586732679,0.699447881,0
0.17332814,0.310203576,1
0.068243123,0.223043066,1
0.344699925,0.307277781,1
0.708219818,0.724582774,0
0.658252991,0.675738204,0
0.866279287,0.720130431,0
0.72992103,0.653032607,0
0.572878345,0.819371086,0
0.211098656,0.159721989,1
0.133219458,0.218724093,1
0.302314248,0.419048077,1
0.774481135,0.737947838,0
0.611521585,0.664788708,0
0.705147315,0.654933695,0
0.33481813,0.293467726,1
0.705745412,0.727216622,0
0.201500702,0.233901534,1
0.173819226,0.344937923,1
0.873933042,0.558842602,0
0.817593023,0.637396935,0
0.381172416,0.043894444,1
0.297604426,0.238785877,1
0.571589989,0.775199507,0
0.719058693,0.683407209,0
0.102856365,0.147600683,1
0.404184573,0.272179842,1
0.615669927,0.615517346,0
0.234408883,0.305311761,1
0.715616388,0.745838675,0
0.228474779,0.150633939,1
0.63087382,0.637519684,0
0.309373906,0.374359685,1
0.678576718,0.705151067,0
0.229478043,0.189455143,1
0.784999191,0.751910634,0
0.461540118,0.638433313,0
0.056751464,0.293540011,1
0.761890779,0.614029732,0
0.164437186,0.290786461,1
0.241335634,0.337315175,1
0.716500942,0.577616387,0
0.348692588,0.250931301,1
0.416296994,0.275452162,1
0.258805199,0.277599332,1
0.179554028,0.201462109,1
0.75578685,0.612801344,0
0.238863928,0.147105637,1
0.615566211,0.630870815,0
0.149881169,0.231762715,1
0.249394934,0.28222242,1
0.76917759,0.73139369,0
0.589944919,0.745811465,0
0.733220787,0.743646856,0
0.598431798,0.644789411,0
0.212502925,0.220877127,1
0.162160359,0.181688526,1
0.791695388,0.702747679,0
0.671845049,0.562884376,0
0.258427365,0.543048744,1
0.164643456,0.142345093,1
0.745770392,0.659189274,0
0.355972288,0.276223659,1
0.766492894,0.646862201,0
0.105540475,0.413504215,1
0.148814932,0.193792158,1
0.742707328,0.576629016,0
0.639397027,0.603903156,0
0.747557306,0.44416118,0
0.615263644,0.721905482,0
0.740926049,0.665336105,0
0.755773854,0.862722306,0
0.72984142,0.672008641,0
0.796611159,0.532500469,0
0.294511719,0.105053169,1
0.806214728,0.670323507,0
0.26809593,0.263870787,1
0.590556254,0.718988815,0
0.715276929,0.657909752,0
0.169909302,0.307957525,1
0.550599338,0.741622013,0
0.697906321,0.682859697,0
0.776429924,0.800851679,0
0.682425425,0.721964252,0
0.073385829,0.211449142,1
0.252432556,0.138010908,1
0.670279546,0.591125674,0
0.137472437,0.150818673,1
0.623730166,0.729227555,0
0.928679847,0.65309326,0
0.607728427,0.734035632,0
0.214924639,0.138231974,1
0.761730969,0.873866838,0
0.27878179,0.265618884,1
0.859579726,0.668593294,0
0.760108034,0.669373649,0
0.076247475,0.163205483,1
0.374684772,0.216521076,1
0.671884471,0.671045587,0
0.532699406,0.749503475,0
0.369862051,0.33536891,1
0.211704217,0.258298114,1
0.671615453,0.784669633,0
0.526387232,0.702659217,0
0.394578963,0.186175907,1
0.835796136,0.729288759,0
0.633349098,0.776899318,0
0.32125981,0.170438643,1
0.128691942,0.231396698,1
0.176356056,0.213505953,1
0.3014055,0.135923875,1
0.385351482,0.262483912,1
0.789954428,0.691201266,0
0.794193192,0.661533453,0
0.358102242,0.068843865,1
0.247859891,0.416737614,1
0.850302106,0.790488345,0
0.69361585,0.649075479,0
0.810790872,0.513576005,0
0.278145071,0.224587112,1
0.615892105,0.638676581,0
0.644959636,0.624629195,0
0.832757398,0.503725981,0
0.161381586,0.166035626,1
0.733054636,0.65817905,0
0.685706097,0.601210779,0
0.091480895,0.234264498,1
0.164526613,0.156779474,1
0.150824475,0.152656605,1
0.811439966,0.586724496,0
0.32666153,0.205950605,1
0.334646477,0.266885125,1
0.667456058,0.620928021,0
0.561148135,0.623095614,0
0.368891005,0.320454638,1
0.632187478,0.729215943,0
0.188514463,0.41973503,1
0.647838363,0.715671669,0
0.126676761,0.319164721,1
0.290120034,0.241048351,1
0.702762855,0.638209559,0
0.285191313,0.215508681,1
0.809937591,0.7655893,0
0.379417801,0.38025625,1
0.606839083,0.699704412,0
0.658451632,0.712975611,0
0.335126838,0.114577705,1
0.198755668,0.286956603,1
0.769484698,0.746559321,0
0.702784868,0.5810786,0
0.28809695,0.275788184,1
0.681209114,0.794816093,0
0.143070544,0.235347516,1
0.670181799,0.654560546,0
0.678351296,0.789018171,0
0.647629273,0.648105857,0
0.137925054,0.20775015,1
0.677919194,0.689202505,0
